question	answer	answer_html	link	name	source	category	country	region	city	lang	last_update
Welche Länder/Regionen sind von Erkrankungen mit dem neuartigen Coronavirus betroffen?	Aktuelle Fallzahlen, betroffene Länder und Informationen zu internationalen Risikogebieten bzw. besonders betroffenen Gebieten in Deutschland finden Sie auf den Seiten des Robert Koch-Instituts unter www.rki.de/covid-19-fallzahlen und www.rki.de/covid-19-risikogebiete. Die Anzahl der Fälle in Deutschland - nach Bundesländern und Landkreisen aufgeschlüsselt - stellt das Robert Koch-Institut grafisch in einem sogenannten COVID-19-Dashboard dar.	"<div class=""c-text""><p>Aktuelle Fallzahlen, betroffene Länder und Informationen zu internationalen Risikogebieten bzw. besonders betroffenen Gebieten in Deutschland finden Sie auf den Seiten des Robert Koch-Instituts unter <a href=""https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Fallzahlen.html"" title=""RKI Fallzahlen"" target=""_blank"">www.rki.de/covid-19-fallzahlen</a> und <a href=""https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogebiete.html"" title=""RKI Risikogebiete"" target=""_blank"">www.rki.de/covid-19-risikogebiete</a>. Die Anzahl der Fälle in Deutschland - nach Bundesländern und Landkreisen aufgeschlüsselt - stellt das Robert Koch-Institut grafisch in einem sogenannten <a href=""https://experience.arcgis.com/experience/478220a4c454480e823b17327b2bf1d4"" title=""RKI COVID-19-Dashboard"" target=""_blank"">COVID-19-Dashboard</a> dar.</p></div>"	https://www.infektionsschutz.de/coronavirus/faqs-coronaviruscovid-19.html	FAQs Coronavirus/Covid-19	Bundeszentrale für gesundheitliche Aufklärung (BZgA)		DE			de	2020/03/22
Wie wird das neuartige Coronavirus übertragen?	Das neuartige Coronavirus ist von Mensch zu Mensch übertragbar. Der Hauptübertragungsweg scheint die Tröpfcheninfektion zu sein. Diese Übertragung kann direkt von Mensch zu Mensch erfolgen, wenn Virus-haltige Tröpfchen an die Schleimhäute der Atemwege gelangen. Auch eine Übertragung durch Schmierinfektion über die Hände, die mit der Mund- oder Nasenschleimhaut sowie mit der Augenbindehaut in Kontakt gebracht werden, ist prinzipiell nicht ausgeschlossen. Welche Rolle die Schmierinfektion spielt, ist nicht bekannt. Bisher wurden häufig Infektionsketten identifiziert, die am besten durch eine direkte Übertragung, z. B. durch Tröpfchen, erklärbar waren. Die neuartigen Coronaviren wurden auch in Stuhlproben Betroffener gefunden. Ob das neuartige Coronavirus auch über den Stuhl verbreitet werden kann, ist noch nicht abschließend geklärt.  (Siehe auch die Fragen „Wie kann man sich vor einer Ansteckung schützen“ und „Ist das Tragen eines Mund-Nasen-Schutzes in der Allgemeinbevölkerung zum Schutz vor akuten Atemwegsinfektionen sinnvoll?“).	"<div class=""c-text""><p>Das neuartige Coronavirus ist von Mensch zu Mensch übertragbar. Der Hauptübertragungsweg scheint die Tröpfcheninfektion zu sein. Diese Übertragung kann direkt von Mensch zu Mensch erfolgen, wenn Virus-haltige Tröpfchen an die Schleimhäute der Atemwege gelangen. Auch eine Übertragung durch Schmierinfektion über die Hände, die mit der Mund- oder Nasenschleimhaut sowie mit der Augenbindehaut in Kontakt gebracht werden, ist prinzipiell nicht ausgeschlossen. Welche Rolle die Schmierinfektion spielt, ist nicht bekannt. Bisher wurden häufig Infektionsketten identifiziert, die am besten durch eine direkte Übertragung, z. B. durch Tröpfchen, erklärbar waren. </p><p>Die neuartigen Coronaviren wurden auch in Stuhlproben Betroffener gefunden. Ob das neuartige Coronavirus auch über den Stuhl verbreitet werden kann, ist noch nicht abschließend geklärt. <br> (Siehe auch die Fragen „Wie kann man sich vor einer Ansteckung schützen“ und „Ist das Tragen eines Mund-Nasen-Schutzes in der Allgemeinbevölkerung zum Schutz vor akuten Atemwegsinfektionen sinnvoll?“).</p></div>"	https://www.infektionsschutz.de/coronavirus/faqs-coronaviruscovid-19.html	FAQs Coronavirus/Covid-19	Bundeszentrale für gesundheitliche Aufklärung (BZgA)		DE			de	2020/03/22
Wie lange dauert es, bis die Erkrankung nach Ansteckung ausbricht?	Derzeit wird davon ausgegangen, dass es nach einer Ansteckung 1 bis 14 Tage dauern kann, bis Krankheitszeichen auftreten. Im Durchschnitt beträgt diese sogenannte Inkubationszeit 5 bis 6 Tage.	"<div class=""c-text""><p>Derzeit wird davon ausgegangen, dass es nach einer Ansteckung 1 bis 14 Tage dauern kann, bis Krankheitszeichen auftreten. Im Durchschnitt beträgt diese sogenannte Inkubationszeit 5 bis 6 Tage.</p><p> </p></div>"	https://www.infektionsschutz.de/coronavirus/faqs-coronaviruscovid-19.html	FAQs Coronavirus/Covid-19	Bundeszentrale für gesundheitliche Aufklärung (BZgA)		DE			de	2020/03/22
Welche Krankheitszeichen werden durch das neuartige Coronavirus ausgelöst?	Als häufigste Krankheitszeichen werden Fieber und Husten berichtet. Die Krankheitsverläufe sind jedoch unspezifisch, vielfältig und variieren stark. Daher lassen sich keine allgemeingültigen Aussagen zum „typischen“ Krankheitsverlauf machen. Eine Infektion kann ohne Krankheitszeichen ablaufen, es sind aber auch Krankheitsverläufe mit schweren Lungenentzündungen mit Lungenversagen und Tod möglich. Am häufigsten sind jedoch milde Krankheitsverläufe. Dies geht aus den in China erfassten Fällen hervor.	"<div class=""c-text""><p>Als häufigste Krankheitszeichen werden Fieber und Husten berichtet. Die Krankheitsverläufe sind jedoch unspezifisch, vielfältig und variieren stark. Daher lassen sich keine allgemeingültigen Aussagen zum „typischen“ Krankheitsverlauf machen. </p><p>Eine Infektion kann ohne Krankheitszeichen ablaufen, es sind aber auch Krankheitsverläufe mit schweren Lungenentzündungen mit Lungenversagen und Tod möglich. Am häufigsten sind jedoch milde Krankheitsverläufe. Dies geht aus den in China erfassten Fällen hervor.</p></div>"	https://www.infektionsschutz.de/coronavirus/faqs-coronaviruscovid-19.html	FAQs Coronavirus/Covid-19	Bundeszentrale für gesundheitliche Aufklärung (BZgA)		DE			de	2020/03/22
Gibt es einen Impfstoff, der vor der Erkrankung COVID-19 schützt?	Momentan steht kein Impfstoff zur Verfügung, der vor einer Ansteckung mit dem neuartigen Coronavirus schützt. Weltweit wird intensiv an solchen Impfstoffen gearbeitet und eine ganze Reihe von Impfstoffkandidaten sind laut Angaben der WHO bereits in der Entwicklung. Wann ein Impfstoff zum Schutz vor dem neuartigen Coronavirus verfügbar sein wird, ist allerdings derzeit noch nicht zu sagen.	"<div class=""c-text""><p>Momentan steht kein Impfstoff zur Verfügung, der vor einer Ansteckung mit dem neuartigen Coronavirus schützt. Weltweit wird intensiv an solchen Impfstoffen gearbeitet und eine ganze Reihe von Impfstoffkandidaten sind laut Angaben der WHO bereits in der Entwicklung. Wann ein Impfstoff zum Schutz vor dem neuartigen Coronavirus verfügbar sein wird, ist allerdings derzeit noch nicht zu sagen.</p><p> </p></div>"	https://www.infektionsschutz.de/coronavirus/faqs-coronaviruscovid-19.html	FAQs Coronavirus/Covid-19	Bundeszentrale für gesundheitliche Aufklärung (BZgA)		DE			de	2020/03/22
Wie schätzt das Robert Koch-Institut die Lage in Deutschland ein?	Die aktuelle Einschätzung des Robert Koch-Instituts zur Lage in Deutschland finden Sie unter www.rki.de/covid-19-risikobewertung.	"<div class=""c-text""><p>Die aktuelle Einschätzung des Robert Koch-Instituts zur Lage in Deutschland finden Sie unter <a href=""http://www.rki.de/covid-19-risikobewertung"" target=""_blank"">www.rki.de/covid-19-risikobewertung</a>.</p></div>"	https://www.infektionsschutz.de/coronavirus/faqs-coronaviruscovid-19.html	FAQs Coronavirus/Covid-19	Bundeszentrale für gesundheitliche Aufklärung (BZgA)		DE			de	2020/03/22
Was bedeutet es für Deutschland, wenn sich das neuartige Coronavirus hierzulande zunehmend ausbreitet?	Es ist offen, wie viele Menschen sich insgesamt in Deutschland mit dem Coronavirus infizieren werden. Schätzungen gehen von bis zu 70 % der Bevölkerung aus, es ist allerdings unklar, über welchen Zeitraum dies geschehen wird. Die Auswirkungen für Deutschland lassen sich nicht vorhersagen. Nach derzeitigen Erkenntnissen verläuft nur ein kleiner Teil der Erkrankungen schwer (siehe auch Frage „Welche Personengruppen sind besonders häufig von einem schweren Verlauf der Erkrankung betroffen?“). Dennoch: Wenn sich die Erkrankung ungebremst ausbreitet, könnte dies zu einer erheblichen Krankheitslast in Deutschland führen.	"<div class=""c-text""><p>Es ist offen, wie viele Menschen sich insgesamt in Deutschland mit dem Coronavirus infizieren werden. Schätzungen gehen von bis zu 70 % der Bevölkerung aus, es ist allerdings unklar, über welchen Zeitraum dies geschehen wird. Die Auswirkungen für Deutschland lassen sich nicht vorhersagen. Nach derzeitigen Erkenntnissen verläuft nur ein kleiner Teil der Erkrankungen schwer (siehe auch Frage „<b>Welche Personengruppen sind besonders häufig von einem schweren Verlauf der Erkrankung betroffen?</b>“). Dennoch: Wenn sich die Erkrankung ungebremst ausbreitet, könnte dies zu einer erheblichen Krankheitslast in Deutschland führen.</p></div>"	https://www.infektionsschutz.de/coronavirus/faqs-coronaviruscovid-19.html	FAQs Coronavirus/Covid-19	Bundeszentrale für gesundheitliche Aufklärung (BZgA)		DE			de	2020/03/22
Was sollte die Bevölkerung tun, um die Verbreitung des Virus bestmöglich zu verlangsamen?	Bürgerinnen und Bürger können dazu beitragen, die Verbreitung des Virus zu verlangsamen, indem sie folgende Empfehlungen berücksichtigen:Informieren Sie sich auf den Internetseiten öffentlicher Stellen, die qualitätsgesicherte Informationen zum neuartigen Coronavirus anbieten. Dies sind beispielsweise die Seiten des Bundesgesundheitsministeriums und der Landesgesundheitsministerien, der Bundeszentrale für gesundheitliche Aufklärung und des Robert Koch-Instituts. Falls erforderlich, informiert auch das zuständige lokale Gesundheitsamt über die entsprechende Situation. Befolgen Sie die Vorgaben und Empfehlungen der zuständigen Behörden. Reduzieren Sie generell Kontakte zu anderen.Verbreiten Sie keine zweifelhaften Social-Media-Informationen.Bleiben Sie bei Krankheitszeichen im Bereich der Atemwege zu Hause. Praktizieren Sie eine gute Händehygiene und halten Sie sich an die Husten- und Niesregeln. Verzichten Sie auf das Händeschütteln. Fassen Sie sich möglichst wenig ins Gesicht, um etwaige Krankheitserreger nicht über die Schleimhäute von Augen, Nase oder Mund aufzunehmen. Halten Sie Abstand von Menschen, die sichtbar an einer Atemwegserkrankung leiden. Vermeiden Sie die Nutzung von öffentlichen Verkehrsmitteln. Arbeiten Sie, wenn möglich, von zu Hause. Organisieren oder besuchen Sie keine privaten Veranstaltungen (Geburtstagsfeiern, Spieleabende oder ähnliches).Bitte informieren Sie sich auch zu möglichen regionalen bzw. lokalen Maßnahmen, die zu beachten sind.Ein Merkblatt mit Verhaltensempfehlungen finden Sie auf infektionsschutz.deOptionen für Maßnahmen zur Kontaktreduzierung in Gebieten, in denen vermehrt Fälle bekannt wurden, finden Sie auf den Seiten des Robert Koch-Instituts.Weitere Informationen, wie sich jeder Einzelne auf eine COVID-19-Pandemie vorbereiten kann, stellt das Science Media Center zur Verfügung.	"<div class=""c-text""><p>Bürgerinnen und Bürger können dazu beitragen, die Verbreitung des Virus zu verlangsamen, indem sie folgende Empfehlungen berücksichtigen:</p><ul class=""special_list""><li>Informieren Sie sich auf den Internetseiten öffentlicher Stellen, die qualitätsgesicherte Informationen zum neuartigen Coronavirus anbieten. Dies sind beispielsweise die Seiten des <a href=""https://www.bundesgesundheitsministerium.de/coronavirus.html"" title=""BMG Informationen zum Coronavirus"" target=""_blank"">Bundesgesundheitsministeriums</a> und der Landesgesundheitsministerien, der <a href=""http://www.infektionsschutz.de/"" title=""infektionsschutz.de"" target=""_blank"">Bundeszentrale für gesundheitliche Aufklärung</a> und des <a href=""http://www.rki.de/"" title=""Robert Koch-Institut"" target=""_blank"">Robert Koch-Instituts</a>. Falls erforderlich, informiert auch das zuständige lokale Gesundheitsamt über die entsprechende Situation.</li><li> Befolgen Sie die Vorgaben und Empfehlungen der zuständigen Behörden. </li><li>Reduzieren Sie generell Kontakte zu anderen.</li><li>Verbreiten Sie keine zweifelhaften Social-Media-Informationen.</li><li>Bleiben Sie bei Krankheitszeichen im Bereich der Atemwege zu Hause.</li><li> Praktizieren Sie eine <a href=""/haendewaschen.html"">gute Händehygiene</a> und halten Sie sich an die <a href=""/hygienetipps/hygiene-beim-husten-und-niesen.html"">Husten- und Niesregeln</a>. </li><li>Verzichten Sie auf das Händeschütteln.</li><li> Fassen Sie sich möglichst wenig ins Gesicht, um etwaige Krankheitserreger nicht über die Schleimhäute von Augen, Nase oder Mund aufzunehmen. </li><li><a href=""/hygienetipps/barrieremassnahmen.html"">Halten Sie Abstand</a> von Menschen, die sichtbar an einer Atemwegserkrankung leiden. </li><li>Vermeiden Sie die Nutzung von öffentlichen Verkehrsmitteln. </li><li>Arbeiten Sie, wenn möglich, von zu Hause. </li><li>Organisieren oder besuchen Sie keine privaten Veranstaltungen (Geburtstagsfeiern, Spieleabende oder ähnliches).</li></ul><p><b>Bitte informieren Sie sich auch zu möglichen regionalen bzw. lokalen Maßnahmen, die zu beachten sind.</b></p><p>Ein <a href=""https://www.infektionsschutz.de/fileadmin/infektionsschutz.de/Downloads/Merkblatt-Verhaltensempfehlungen-Coronavirus.pdf"" title=""PDF Verhaltensempfehlungen"" target=""_blank"">Merkblatt mit Verhaltensempfehlungen</a> finden Sie auf infektionsschutz.de</p><p>Optionen für <a href=""https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Kontaktreduzierung.html"" title=""Maßnahmen zur Kontaktreduzierung"" target=""_blank"">Maßnahmen zur Kontaktreduzierung</a> in Gebieten, in denen vermehrt Fälle bekannt wurden, finden Sie auf den Seiten des Robert Koch-Instituts.</p><p>Weitere Informationen, wie sich jeder Einzelne auf eine COVID-19-Pandemie vorbereiten kann, stellt das <a href=""https://www.sciencemediacenter.de/alle-angebote/fact-sheet/details/news/wie-kann-sich-der-einzelne-auf-eine-covid-19-pandemie-vorbereiten/"" title=""Science Media Center"" target=""_blank"">Science Media Center</a> zur Verfügung.  </p></div>"	https://www.infektionsschutz.de/coronavirus/faqs-coronaviruscovid-19.html	FAQs Coronavirus/Covid-19	Bundeszentrale für gesundheitliche Aufklärung (BZgA)		DE			de	2020/03/22
Wie kann man sich vor einer Ansteckung schützen?	Wie bei Influenza und anderen Atemwegserkrankungen schützen das Einhalten der Husten- und Niesregeln, eine gute Händehygiene sowie Abstandhalten zu Erkrankten (etwa 1 bis 2 Meter) auch vor einer Übertragung des neuartigen Coronavirus. Auch auf das Händeschütteln sollte verzichtet werden.Generell sollten Menschen, die Atemwegssymptome, d. h. Krankheitszeichen im Bereich der Atemwege haben, zu Hause bleiben.	"<div class=""c-text""><p>Wie bei Influenza und anderen Atemwegserkrankungen schützen das Einhalten der <a href=""/hygienetipps/hygiene-beim-husten-und-niesen.html"">Husten- und Niesregeln</a>, eine gute<a href=""/haendewaschen.html""> Händehygiene</a> sowie <a href=""/hygienetipps/barrieremassnahmen.html"">Abstandhalten zu Erkrankten</a> (etwa 1 bis 2 Meter) auch vor einer Übertragung des neuartigen Coronavirus. Auch auf das Händeschütteln sollte verzichtet werden.<br>Generell sollten Menschen, die Atemwegssymptome, d. h. Krankheitszeichen im Bereich der Atemwege haben, zu Hause bleiben.</p></div>"	https://www.infektionsschutz.de/coronavirus/faqs-coronaviruscovid-19.html	FAQs Coronavirus/Covid-19	Bundeszentrale für gesundheitliche Aufklärung (BZgA)		DE			de	2020/03/22
Welche Verhaltensempfehlungen sollten zum Schutz vor dem neuartigen Coronavirus im Alltag und im Miteinander beachtet werden?	Bleiben Sie so oft es geht zu Hause. Schränken Sie insbesondere die persönlichen Begegnungen mit älteren, hochbetagten oder chronisch kranken Menschen zu deren Schutz ein. Nutzen Sie stattdessen vermehrt die Kommunikation per Telefon, E-Mail, Chats, etc. Beachten Sie auch die Besuchsregeln für Krankenhäuser und sonstige Pflegeeinrichtungen.Lüften Sie alle Aufenthaltsräume regelmäßig und vermeiden Sie Berührungen wie z. B. Händeschütteln oder Umarmungen.Falls Kontakte im öffentlichen Raum erforderlich sein sollten, achten Sie darauf, Abstand zu anderen zu halten. Dies gilt ganz besonders bei sichtbar kranken Menschen, insbesondere bei Atemwegssymptomen.Falls Sie krank sind, sollten Sie das Haus möglichst nicht verlassen. Kontaktieren Sie im Bedarfsfall telefonisch Ihre Ärztin oder Ihren Arzt und vereinbaren einen Termin.Wenn eine Person in Ihrem Haushalt erkrankt ist, sorgen Sie nach Möglichkeit für eine räumliche Trennung und genügend Abstand zu den übrigen Haushaltsmitgliedern. Arbeiten Sie – in Abstimmung mit dem Arbeitgeber – wenn möglich von zu Hause aus. Halten Sie Treffen klein und kurz und in einem gut belüfteten Raum ab. Halten Sie einen Abstand von 1 bis 2 Metern zu anderen Menschen und verzichten Sie auf persönliche Berührungen. Nehmen Sie Ihre Mahlzeiten möglichst allein (z. B. im Büro) ein.Nutzen Sie möglichst keine öffentlichen Verkehrsmittel, sondern bevorzugen Sie das Fahrrad, gehen Sie zu Fuß oder fahren Sie mit dem eigenen Auto.Verzichten Sie möglichst auf Reisen – auch innerhalb Deutschlands. Viele Grenzen sind geschlossen und der Flugverkehr findet nur eingeschränkt statt. Meiden Sie auch Menschenansammlungen (z. B. Einkaufszentren etc.). Besuchen Sie öffentliche Einrichtungen nur, soweit es unbedingt erforderlich ist (z. B. Ämter, Verwaltungen, Behörden).Vermeiden Sie private Feiern und halten Sie ansonsten die Hygieneregeln konsequent ein. Kaufen Sie nicht zu Stoßzeiten ein, sondern dann, wenn die Geschäfte oder Apotheken weniger voll sind oder nutzen Sie Abhol- und Lieferservices.Helfen Sie denen, die Hilfe benötigen! Versorgen Sie ältere, hochbetagte oder chronisch kranke Angehörige oder Nachbarn und alleinstehende und hilfsbedürftige Menschen mit Lebensmitteln und Dingen des täglichen Bedarfs. Auch weiterhin gilt: Halten Sie sich an die Husten- und Niesregeln und waschen Sie sich regelmäßig die Hände.Bitte informieren Sie sich auch zu möglichen regionalen bzw. lokalen Maßnahmen, die zu beachten sind.Ein Merkblatt mit Verhaltensempfehlungen finden Sie auf infektionsschutz.de.	"<div class=""c-text""><div><ul class=""special_list""><li>Bleiben Sie so oft es geht zu Hause. Schränken Sie insbesondere die persönlichen Begegnungen mit älteren, hochbetagten oder chronisch kranken Menschen zu deren Schutz ein. Nutzen Sie stattdessen vermehrt die Kommunikation per Telefon, E-Mail, Chats, etc. Beachten Sie auch die Besuchsregeln für Krankenhäuser und sonstige Pflegeeinrichtungen.</li><li>Lüften Sie alle Aufenthaltsräume regelmäßig und vermeiden Sie Berührungen wie z. B. Händeschütteln oder Umarmungen.</li><li>Falls Kontakte im öffentlichen Raum erforderlich sein sollten, achten Sie darauf, Abstand zu anderen zu halten. Dies gilt ganz besonders bei sichtbar kranken Menschen, insbesondere bei Atemwegssymptomen.</li><li>Falls Sie krank sind, sollten Sie das Haus möglichst nicht verlassen. Kontaktieren Sie im Bedarfsfall telefonisch Ihre Ärztin oder Ihren Arzt und vereinbaren einen Termin.</li><li>Wenn eine Person in Ihrem Haushalt erkrankt ist, sorgen Sie nach Möglichkeit für eine räumliche Trennung und genügend Abstand zu den übrigen Haushaltsmitgliedern. </li><li>Arbeiten Sie – in Abstimmung mit dem Arbeitgeber – wenn möglich von zu Hause aus. Halten Sie Treffen klein und kurz und in einem gut belüfteten Raum ab. Halten Sie einen Abstand von 1 bis 2 Metern zu anderen Menschen und verzichten Sie auf persönliche Berührungen. Nehmen Sie Ihre Mahlzeiten möglichst allein (z. B. im Büro) ein.</li><li>Nutzen Sie möglichst keine öffentlichen Verkehrsmittel, sondern bevorzugen Sie das Fahrrad, gehen Sie zu Fuß oder fahren Sie mit dem eigenen Auto.</li><li>Verzichten Sie möglichst auf Reisen – auch innerhalb Deutschlands. Viele Grenzen sind geschlossen und der Flugverkehr findet nur eingeschränkt statt. </li><li>Meiden Sie auch Menschenansammlungen (z. B. Einkaufszentren etc.). </li><li>Besuchen Sie öffentliche Einrichtungen nur, soweit es unbedingt erforderlich ist (z. B. Ämter, Verwaltungen, Behörden).</li><li>Vermeiden Sie private Feiern und halten Sie ansonsten die Hygieneregeln konsequent ein. </li><li>Kaufen Sie nicht zu Stoßzeiten ein, sondern dann, wenn die Geschäfte oder Apotheken weniger voll sind oder nutzen Sie Abhol- und Lieferservices.</li><li>Helfen Sie denen, die Hilfe benötigen! Versorgen Sie ältere, hochbetagte oder chronisch kranke Angehörige oder Nachbarn und alleinstehende und hilfsbedürftige Menschen mit Lebensmitteln und Dingen des täglichen Bedarfs. </li><li>Auch weiterhin gilt: Halten Sie sich an die <a href=""/hygienetipps/hygiene-beim-husten-und-niesen.html"">Husten- und Niesregeln</a> und waschen Sie sich regelmäßig die Hände.</li></ul><p><b>Bitte informieren Sie sich auch zu möglichen regionalen bzw. lokalen Maßnahmen, die zu beachten sind.</b></p><p>Ein <a href=""/coronavirus/verhalten.html"">Merkblatt mit Verhaltensempfehlungen</a> finden Sie auf infektionsschutz.de.</p></div><div></div></div>"	https://www.infektionsschutz.de/coronavirus/faqs-coronaviruscovid-19.html	FAQs Coronavirus/Covid-19	Bundeszentrale für gesundheitliche Aufklärung (BZgA)		DE			de	2020/03/22
Welche Personengruppen sind besonders häufig von einem schweren Verlauf der Erkrankung betroffen?	Obwohl schwere Verläufe auch bei Personen ohne Vorerkrankung auftreten können, haben die folgenden Personengruppen ein erhöhtes Risiko für schwere Verläufe:ältere Personen (mit stetig steigendem Risiko für schweren Verlauf ab etwa 50 bis 60 Jahren) RaucherPersonen mit bestimmten Vorerkrankungen: des Herzens (z. B. koronare Herzerkrankung)  der Lunge (z. B. Asthma, chronische Bronchitis)  Patienten mit chronischen Lebererkrankungen) Patienten mit Diabetes mellitus (Zuckerkrankheit) Patienten mit einer KrebserkrankungPatienten mit geschwächtem Immunsystem (z. B. aufgrund einer Erkrankung, die mit einer Immunschwäche einhergeht oder durch Einnahme von Medikamenten, die die Immunabwehr schwächen, wie z. B. Cortison). Weitere Informationen und Hilfestellungen für Personen mit einem höheren Risiko für einen schweren Krankheitsverlauf finden Sie unter www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogruppen.html.Hinweise zur Prävention und zum Management von Erkrankungen in Alten- und Altenpflegeheimen finden Sie unter https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Altenpflegeheime.html.Material für Pflegeeinrichtungen zum Coronavirus finden Sie auf infektionsschutz.de.	"<div class=""c-text""><p>Obwohl schwere Verläufe auch bei Personen ohne Vorerkrankung auftreten können, haben die folgenden Personengruppen ein erhöhtes Risiko für schwere Verläufe:</p><ul class=""special_list""><li>ältere Personen (mit stetig steigendem Risiko für schweren Verlauf ab etwa 50 bis 60 Jahren) </li><li>Raucher</li></ul><p>Personen mit bestimmten Vorerkrankungen: </p><ul class=""special_list""><li>des Herzens (z. B. koronare Herzerkrankung)  </li><li class=""special_list"">der Lunge (z. B. Asthma, chronische Bronchitis)  </li><li class=""special_list"">Patienten mit chronischen Lebererkrankungen) </li><li class=""special_list"">Patienten mit Diabetes mellitus (Zuckerkrankheit) </li><li class=""special_list"">Patienten mit einer Krebserkrankung</li><li class=""special_list"">Patienten mit geschwächtem Immunsystem (z. B. aufgrund einer Erkrankung, die mit einer Immunschwäche einhergeht oder durch Einnahme von Medikamenten, die die Immunabwehr schwächen, wie z. B. Cortison). </li></ul><p>Weitere Informationen und Hilfestellungen für Personen mit einem höheren Risiko für einen schweren Krankheitsverlauf finden Sie unter <a href=""https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogruppen.html"" title=""RKI Risikogruppen Neuartiges Coronavirus"" target=""_blank"">www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogruppen.html</a>.</p><p>Hinweise zur Prävention und zum Management von Erkrankungen in Alten- und Altenpflegeheimen finden Sie unter <a href=""https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Altenpflegeheime.html"" title=""RKI Neuartiges Coronavirus und Altenpflegeheime"" target=""_blank""><br>https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Altenpflegeheime.html</a>.</p><p>Material für Pflegeeinrichtungen zum Coronavirus finden Sie auf infektionsschutz.de.</p></div>"	https://www.infektionsschutz.de/coronavirus/faqs-coronaviruscovid-19.html	FAQs Coronavirus/Covid-19	Bundeszentrale für gesundheitliche Aufklärung (BZgA)		DE			de	2020/03/22
Was ist über COVID-19 bei Kindern und Schwangeren bekannt?	Bisherigen Daten zufolge sind die Krankheitszeichen bei Kindern deutlich geringer ausgeprägt als bei Erwachsenen. Es liegen keine Daten vor, welchen Beitrag Kinder und Jugendliche tatsächlich an der Übertragung in der Bevölkerung haben. Aufgrund der hohen Ansteckungsfähigkeit des Virus und dem engen Kontakt zwischen Kindern und Jugendlichen untereinander, erscheint es jedoch plausibel, dass Übertragungen stattfinden.Schwangere scheinen der WHO und deren Daten aus China zufolge kein erhöhtes Risiko für einen schweren Krankheitsverlauf zu haben. Es gibt bislang keine Hinweise darauf, dass COVID-19 auf das Kind im Mutterleib übertragbar ist. Eine Übertragung auf das neugeborene Kind ist über den engen Kontakt und eine Tröpfcheninfektion möglich. Bisher gibt es jedoch keine Nachweise des neuartigen Coronavirus in der Muttermilch. Es liegen derzeit aber noch keine ausreichenden Daten vor, um diese und andere Fragen zu COVID-19 in der Schwangerschaft sicher zu beantworten.	"<div class=""c-text""><p>Bisherigen Daten zufolge sind die Krankheitszeichen bei Kindern deutlich geringer ausgeprägt als bei Erwachsenen. Es liegen keine Daten vor, welchen Beitrag Kinder und Jugendliche tatsächlich an der Übertragung in der Bevölkerung haben. Aufgrund der hohen Ansteckungsfähigkeit des Virus und dem engen Kontakt zwischen Kindern und Jugendlichen untereinander, erscheint es jedoch plausibel, dass Übertragungen stattfinden.</p><p>Schwangere scheinen der WHO und deren Daten aus China zufolge kein erhöhtes Risiko für einen schweren Krankheitsverlauf zu haben. Es gibt bislang keine Hinweise darauf, dass COVID-19 auf das Kind im Mutterleib übertragbar ist. Eine Übertragung auf das neugeborene Kind ist über den engen Kontakt und eine Tröpfcheninfektion möglich. Bisher gibt es jedoch keine Nachweise des neuartigen Coronavirus in der Muttermilch. Es liegen derzeit aber noch keine ausreichenden Daten vor, um diese und andere Fragen zu COVID-19 in der Schwangerschaft sicher zu beantworten.</p></div>"	https://www.infektionsschutz.de/coronavirus/faqs-coronaviruscovid-19.html	FAQs Coronavirus/Covid-19	Bundeszentrale für gesundheitliche Aufklärung (BZgA)		DE			de	2020/03/22
