,question,answer,answer_html,link,name,source,category,country,region,city,lang,last_update,question_ar,answer_ar
191,"How dangerous is an infection with SARS-CoV-2?
","Among the cases reported to date, in four out of five cases infection was mild. In some patients, the virus can lead to severe illness, including difficult breathing, and to pneumonia. Deaths have mainly occurred among patients who were elderly and/or had prior underlying chronic illnesses.
","<p>Among <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> cases reported to date, in four out <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> five cases infection was mild. In some patients, <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> virus can lead to severe illness, including difficult breathing, and to pneumonia. Deaths have mainly occurred among patients who were elderly and/or had prior underlying chronic illnesses.</p></",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Frequently asked questions,Bundesministerium für Gesundheit,,Germany,,,en,2020/03/18,ما مدى خطورة الإصابة بالسارس-CoV-2؟,ومن بين الحالات المبلغ عنها حتى الآن، كانت العدوى خفيفة في أربع حالات من أصل خمس حالات. في بعض المرضى، يمكن أن يؤدي الفيروس إلى مرض شديد، بما في ذلك صعوبة التنفس، والالتهاب الرئوي. وقد حدثت وفيات أساساً بين المرضى الذين كانوا مسنين و/أو كانوا يعانون من أمراض مزمنة كامنة سابقة.
192,"Who decides whether a test for SARS-CoV-2 will be conducted?
","Currently, hospitals and family physicians decide who will be tested. They base their decision on the recommendations of the Robert Koch Institute. According to these recommendations, symptoms such as fever, a sore throat and respiratory complaints, on their own, are not sufficient. The person must additionally have had contact with an infected person, or have spent time in a region in which the virus was proven to exist over large areas.

Testing should be done only if disease symptoms are present. If you are healthy, a test will not be able to tell you whether or not you will fall ill in the coming days. At the same time, this puts an unnecessary strain on our testing capacities.","<p>Currently, hospitals and family physicians decide who will be tested. They base their decision on <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> recommendations <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> Robert Koch Institute. According to these recommendations, symptoms such as fever, a sore throat and respiratory complaints, on their own, are not sufficient. The person must additionally have had contact with an infected person, or have spent time in a region in which <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> virus was proven to exist over large areas.
</p>
<p>Testing should be done only if disease symptoms are present. If you are healthy, a test will not be able to tell you whether or not you will fall ill in <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> coming days. At <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> same time, this puts an unnecessary strain on our testing capacities.</p>",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Frequently asked questions,Bundesministerium für Gesundheit,,Germany,,,en,2020/03/18,من يقرر ما إذا كان سيتم إجراء اختبار للسارس-CoV-2؟,"وفي الوقت الراهن، تقرر المستشفيات وأطباء الأسرة من الذي سيتم اختباره. وهم يستندون في قرارهم إلى توصيات معهد روبرت كوخ. ووفقاً لهذه التوصيات، فإن أعراضاً مثل الحمى والتهاب الحلق والشكاوى التنفسية، من تلقاء نفسها، ليست كافية. ويجب أن يكون الشخص قد اتصل بشخص مصاب، أو أن يكون قد أمضى بعض الوقت في منطقة ثبت وجود الفيروس فيها في مناطق واسعة.

يجب إجراء الاختبار فقط إذا كانت أعراض المرض موجودة. إذا كنت بصحة جيدة، فإن الاختبار لن يكون قادرا ً على إخبارك ما إذا كنت ستمرض أم لا في الأيام المقبلة. وفي الوقت نفسه، يضع ذلك ضغطا لا لزوم له على قدراتنا على الاختبار."
193,Does the health insurance pay for the SARS-CoV-2 test?,"By and large, health insurance funds have been covering the cost of coronavirus testing since 28 February 2020. The prerequisite is that the attending physician decides whether the patient should be tested.
","<p> By and large, health insurance funds have been covering <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> cost <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> coronavirus testing since 28 February 2020. The prerequisite is that <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> attending physician decides whether <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> patient should be tested.</p>",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Frequently asked questions,Bundesministerium für Gesundheit,,Germany,,,en,2020/03/18,هل يدفع التأمين الصحي تكاليف اختبار السارس-CoV-2؟,وتغطي صناديق التأمين الصحي عموما تكلفة اختبار الفيروس التاجي منذ 28 شباط/فبراير 2020. الشرط الأساسي هو أن الطبيب المعالج يقرر ما إذا كان ينبغي اختبار المريض.
194,"Is there a quick test for SARS-CoV-2 for home use?
","A quick test, similar to a pregnancy test, by means of which you can verify an infection with the novel coronavirus SARS-CoV-2 on your own, does not exist. Persons who suspect that they might be infected with SARS-CoV-2, should (after announcing your visit by phone) visit their doctor who will have a laboratory diagnosis conducted.
","<p> A quick test, similar to a pregnancy test, by means <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> which you can verify an infection with <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> novel coronavirus SARS-CoV-2 on your own, does not exist. Persons who suspect that they might be infected with SARS-CoV-2, should (after announcing your visit by phone) visit their doctor who will have a laboratory diagnosis conducted.</p>",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Frequently asked questions,Bundesministerium für Gesundheit,,Germany,,,en,2020/03/18,هل هناك اختبار سريع للسارس-CoV-2 للاستخدام المنزلي؟,لا يوجد اختبار سريع ، على غرار اختبار الحمل ، والذي يمكنك من خلاله التحقق من عدوى بفيروس السارس -CoV-2 الجديد من دون وجود. الأشخاص الذين يشتبهون في أنهم قد يكونون مصابين بالسارس-CoV-2، يجب (بعد الإعلان عن زيارتك عبر الهاتف) زيارة الطبيب الذي سيكون له تشخيص مختبري.
195,"Is there a vaccine?
","Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.
","<p>Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.</p>",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Frequently asked questions,Bundesministerium für Gesundheit,,Germany,,,en,2020/03/18,هل هناك لقاح؟,والجهود جارية بالفعل لتطوير لقاح. ومع ذلك، لا يوجد لقاح متاح حتى الآن.
196,"What are the treatment options?
","Not all diseases that follow a SARS-CoV-2 infection take a serious course and require treatment. Even in most of the cases reported from China, disease progression was mild.  Treatment of the infection depends on the severity of the disease presentation (e.g administering oxygen, maintaining fluid balance, if necessary administering antibiotics to combat bacterial co-infections) and also includes the treatment of relevant underlying chronic illnesses. A specific treatment, in other words, one that is directed at the new coronavirus itself, is currently not yet available.
","<p>Not all diseases that follow a SARS-CoV-2 infection take a serious course and require treatment. Even in most <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> cases reported from China, disease progression was mild. &nbsp;Treatment <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> infection depends on <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> severity <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> disease presentation (e.g administering oxygen, maintaining fluid balance, if necessary administering antibiotics to combat bacterial co-infections) and also includes <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> treatment <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> relevant underlying chronic illnesses. A specific treatment, in other words, one that is directed at <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> new coronavirus itself, is currently not yet available.</p>",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Frequently asked questions,Bundesministerium für Gesundheit,,Germany,,,en,2020/03/18,ما هي خيارات العلاج؟,لا تأخذ جميع الأمراض التي تتبع عدوى السارس-CoV-2 مسارًا خطيرًا وتتطلب علاجًا. حتى في معظم الحالات المبلغ عنها من الصين، كان تطور المرض معتدلاً.  يعتمد علاج العدوى على شدة عرض المرض (مثل إعطاء الأكسجين، والحفاظ على توازن السوائل، وإذا لزم الأمر إعطاء المضادات الحيوية لمكافحة العدوى البكتيرية المشتركة) ويشمل أيضًا علاج العدوى البكتيرية ذات الصلة الأمراض المزمنة الكامنة. وبعبارة أخرى، لا يتوفر حاليا علاج محدد موجه إلى الفيروس التاجي الجديد نفسه.
197,"How prepared is Germany?
","Germany is as prepared as it can possibly be. Above all, our network of centres of expertise and special clinics is unmatched by international standards. We have a very good disease warning and notification system, as well as excellent pandemic preparedness plans. In addition, regular emergency training exercises are conducted at airports in Germany. The Robert Koch Institute is responsible for coordination and information.
","<p>Germany is as prepared as it can possibly be. Above all, our network <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> centres <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> expertise and special clinics is unmatched by international standards. We have a very good disease warning and notification system, as well as excellent pandemic preparedness plans. In addition, regular emergency training exercises are conducted at airports in Germany. The Robert Koch Institute is responsible <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">for</span> coordination and information.</p>",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Frequently asked questions,Bundesministerium für Gesundheit,,Germany,,,en,2020/03/18,ما مدى استعداد ألمانيا؟,ألمانيا مستعدة بقدر ما يمكن أن تكون. وقبل كل شيء، فإن شبكة مراكز الخبرة والعيادات الخاصة التي لدينا لا مثيل لها بالمعايير الدولية. ولدينا نظام جيد جدا للإنذار بالأمراض والإخطار بها، فضلا عن خطط ممتازة للتأهب للجائحة. وبالإضافة إلى ذلك، تُجرى تدريبات منتظمة في حالات الطوارئ في مطارات ألمانيا. ومعهد روبرت كوخ مسؤول عن التنسيق والإعلام.
198,"What does it mean for Germany if the SARS-CoV-2 coronavirus continues to spread throughout the country?
","We do not know how many people in total will be infected with the SARS-CoV-2 coronavirus in Germany. Estimates speak of up to 70% of the population; however it is unclear over what period of time this will take place. We cannot anticipate the impact this will have on Germany. It could be more severe than a serious wave of influenza; progression could, however, also be much milder. There is no way to predict this. In Germany, we have also seen cases of severe disease progression and have recorded our first deaths.
","<p>We do not know how many people in total will be infected with <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> SARS-CoV-2 coronavirus in Germany. Estimates speak <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> up to 70% <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> population; however it is unclear over what period <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> time this will take place. We cannot anticipate <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> impact this will have on Germany. It could be more severe than a serious wave <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> influenza; progression could, however, also be much milder. There is no way to predict this. In Germany, we have also seen cases <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> severe disease progression and have recorded our first deaths.</p>",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Frequently asked questions,Bundesministerium für Gesundheit,,Germany,,,en,2020/03/18,ماذا يعني بالنسبة لألمانيا إذا استمر انتشار الفيروس التاجي للسارس-CoV-2 في جميع أنحاء البلاد؟,ولا نعرف عدد الأشخاص الذين سيصابون بالفيروس التاجي للسارس-كوف-2 في ألمانيا. وتشير التقديرات إلى أن ما يصل إلى 70 في المائة من السكان؛ ومع ذلك فمن غير الواضح على مدى أي فترة من الزمن سوف يحدث هذا. ولا يمكننا أن نتوقع التأثير الذي سيُحدث على ألمانيا. يمكن أن تكون أكثر شدة من موجة خطيرة من الأنفلونزا; ومع ذلك، يمكن أن يكون التقدم أكثر اعتدالاً. لا توجد طريقة للتنبؤ بذلك. وفي ألمانيا، شهدنا أيضا حالات تطور شديد في الأمراض وسجلنا أول وفيات لنا.
199,"Which areas are to be considered risk areas?
","The Robert Koch Institute updates the international risk areas and especially affected areas in Germany on its website, constantly, based on the current situation.
","<p>The Robert Koch Institute updates <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> <a href=""https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogebiete.html"" title=""External link in new window"" target=""_blank"">international risk areas</a> and especially affected areas in Germany on its website, constantly, based on <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> current situation.</p>",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Frequently asked questions,Bundesministerium für Gesundheit,,Germany,,,en,2020/03/18,ما هي المناطق التي يجب اعتبارها مناطق معرضة للخطر؟,يقوم معهد روبرت كوخ بتحديث مناطق الخطر الدولية وخاصة المناطق المتضررة في ألمانيا على موقعه الإلكتروني، على أساس الوضع الحالي باستمرار.
200,"What are the recommendations for persons travelling to areas in which transmission is occurring?
","The Federal Foreign Office warns against all non-essential tourist trips abroad, as strict and increasingly more drastic restrictions in international air and other travel, worldwide restrictions on admission, quarantine measures and restrictions on public life in many countries are to be expected.

The current travel and safety recommendations can be found on the web page of the Federal Foreign Office (AA). In addition, general information on COVID-19 for travellers has been prepared also by the AA.","<p>The Federal Foreign Office warns against all non-essential tourist trips abroad, as strict and increasingly more drastic restrictions in international air and other travel, worldwide restrictions on admission, quarantine measures and restrictions on public life in many countries are to be expected.
</p>
<p>The <a href=""https://www.auswaertiges-amt.de/de/ReiseUndSicherheit/reise-und-sicherheitshinweise"" title=""Externer Link im neuen Fenster"" target=""_blank"">current travel and safety recommendations</a> can be found on <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> web page <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> Federal Foreign Office (AA). In addition, <a href=""https://www.auswaertiges-amt.de/de/ReiseUndSicherheit/covid-19/2296762"" title=""External link in new window"" target=""_blank"">general information on COVID-19 <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">for</span> travellers</a> has been prepared also by <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> AA.</p>",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Frequently asked questions,Bundesministerium für Gesundheit,,Germany,,,en,2020/03/18,ما هي التوصيات المتعلقة بالأشخاص المسافرين إلى المناطق التي يحدث فيها انتقال العدوى؟,"وزارة الخارجية الاتحادية تحذر من جميع الرحلات السياحية غير الضرورية في الخارج ، والقيود الصارمة والمتزايدة أكثر صرامة في السفر الجوي الدولي وغيرها من السفر ، والقيود في جميع أنحاء العالم على الدخول ، وتدابير الحجر الصحي والقيود المفروضة على الجمهور الحياة في العديد من البلدان هي التي من المتوقع.

يمكن الاطلاع على توصيات السفر والسلامة الحالية على صفحة الويب لوزارة الخارجية الاتحادية (AA). وبالإضافة إلى ذلك، أعدت وكالة الشؤون الأمريكية أيضا معلومات عامة عن COVID-19 للمسافرين."
201,"What arrangements have been put in place for travellers coming into Germany on flights from risk areas?
","Carriers of passengers, who arrive in Germany by plane, ship, train or bus from China, Iran, Italy, Japan, or South Korea, must distribute the following instructions on recommended behaviour to prevent the disease or in case of symptoms: www.rki.de/ncov-handzettel

The same applies to all operators of airports, ports, passenger train stations and coach stations.

Before landing in Germany, pilots on flights from Iran, Italy, Japan, South Korea or China must transmit the Aircraft Declaration of Health to the authorities.

Before disembarking from the aircraft or ship, passengers arriving in Germany from Iran, Italy, Japan or South Korea by plane or ship, must provide information on their flight/trip and on where they can be reached for the 30 days after arrival. This is done with the disembarkation card:

Aircraft disembarkation card

Ship disembarkation card

Passengers from China to Germany must provide additional information on where they were staying in China, persons with whom they were in contact and their state of health. In this case, this disembarkation card must be used.

Airlines, ship-owners, charterers and all other persons and all other persons responsible for operating ships must keep the data on flights and trips to Germany from Iran, Italy, Japan, South Korea and China available for a period of 30 days after arrival.","<p>Carriers <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> passengers, who arrive in Germany by plane, ship, train or bus from China, Iran, Italy, Japan, or South Korea, must distribute <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> following instructions on recommended behaviour to prevent <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> disease or in case <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> symptoms: <a href=""http://www.rki.de/ncov-handzettel"" target=""_blank"">www.rki.de/ncov-handzettel</a> 
</p>
<p>The same applies to all operators <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> airports, ports, passenger train stations and coach stations. 
</p>
<p>Before landing in Germany, pilots on flights from Iran, Italy, Japan, South Korea or China must transmit <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> Aircraft Declaration <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> Health to <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> authorities.
</p>
<p>Before disembarking from <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> aircraft or ship, passengers arriving in Germany from Iran, Italy, Japan or South Korea by plane or ship, must provide information on their flight/trip and on where they can be reached <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">for</span> <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> 30 days after arrival. This is done with <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> disembarkation card:
</p>
<p><a href=""http://www.gesetze-im-internet.de/igv-dg/anlage_1a.html"" title=""Ship disembarkation card"" target=""_blank"">Aircraft disembarkation card</a>
</p>
<p><a href=""http://www.gesetze-im-internet.de/igv-dg/anlage_1a.html"" title=""Ship disembarkation card"" target=""_blank"">Ship disembarkation card</a>
</p>
<p>Passengers from China to Germany must provide additional information on where they were staying in China, persons with whom they were in contact and their state <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> health. In this case, <a href=""https://www.bundesgesundheitsministerium.de/typo3/www.rki.de/ncov-aussteigekarten"" title=""Externer Link im neuen Fenster"" target=""_blank"">this disembarkation card</a> must be used.
</p>
<p>Airlines, ship-owners, charterers and all other persons and all other persons responsible <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">for</span> operating ships must keep <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">the</span> data on flights and trips to Germany from Iran, Italy, Japan, South Korea and China available <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">for</span> a period <span  lang=""en"" xml:lang=""en"" data-toggle=""popover""  tabindex=""0"" class=""glossaryentry"" title="""">of</span> 30 days after arrival.</p>",https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,Frequently asked questions,Bundesministerium für Gesundheit,,Germany,,,en,2020/03/18,ما هي الترتيبات التي تم وضعها للمسافرين القادمين إلى ألمانيا على متن رحلات جوية من مناطق الخطر؟,"يجب على شركات نقل الركاب، الذين يصلون إلى ألمانيا بالطائرة أو السفينة أو القطار أو الحافلة من الصين أو إيران أو إيطاليا أو اليابان أو كوريا الجنوبية، توزيع التعليمات التالية حول السلوك الموصى به للوقاية من المرض أو في حالة ظهور أعراض: www.rki.de/ncov-handzettel

وينطبق الشيء نفسه على جميع مشغلي المطارات والموانئ ومحطات قطارات الركاب ومحطات الحافلات.

وقبل الهبوط فى المانيا ، يتعين على الطيارين الذين يوازون رحلات من ايران او ايطاليا او اليابان او كوريا الجنوبية او الصين نقل اعلان الصحة للطائرات الى السلطات .

قبل النزول من الطائرة أو السفينة، يجب على الركاب القادمين إلى ألمانيا من إيران أو إيطاليا أو اليابان أو كوريا الجنوبية بالطائرة أو السفينة تقديم معلومات عن رحلتهم/رحلتهم وعن المكان الذي يمكن الوصول إليهم خلال الـ 30 يومًا بعد الوصول. ويتم ذلك باستخدام بطاقة النزول:

بطاقة إنزال الطائرات

بطاقة إنزال السفينة

ويجب على المسافرين من الصين إلى ألمانيا تقديم معلومات إضافية عن مكان إقامتهم في الصين، والأشخاص الذين كانوا على اتصال بهم، وحالتهم الصحية. في هذه الحالة، يجب استخدام بطاقة النزول هذه.

يجب على شركات الطيران وأصحاب السفن ومستأجري السفن وجميع الأشخاص الآخرين وجميع الأشخاص الآخرين المسؤولين عن تشغيل السفن الاحتفاظ بالبيانات المتعلقة بالرحلات والرحلات إلى ألمانيا من إيران وإيطاليا واليابان وكوريا الجنوبية والصين لفترة 30 يومًا بعد الوصول."
