question	answer	answer_html	link	name	source	category	country	region	city	lang	last_update
There’s a lot of information online. What should I do?	There are  a lot of myths and misinformation  about coronavirus being shared online – including on how COVID-19 spreads, how to stay safe, and what to do if you’re worried about having contracted the virus. So, it’s important to be careful where you look for information and advice. This explainer contains information and recommendations on  how to reduce the risk of infection ,  whether you should take your child out of school ,  whether it’s safe for women to breastfeed , and  precautions to take when traveling . UNICEF has also  launched a portal  where you can find more information and guidance about COVID-19. In addition, the  WHO  has a useful section addressing some of the most frequently asked questions. It’s also advisable to keep up to date on travel, education and other guidance provided by your national or local authorities for the latest recommendations and news.	"<p>There are <a href=""/press-releases/statement-charlotte-petri-gornitzka-unicef-deputy-executive-director-partnerships"">a lot of myths and misinformation</a> about coronavirus being shared online – including on how COVID-19 spreads, how to stay safe, and what to do if you’re worried about having contracted the virus.</p> <p>So, it’s important to be careful where you look for information and advice. This explainer contains information and recommendations on <a href=""#how-can-avoid-risk-infection"">how to reduce the risk of infection</a>, <a href=""#should-take-child-out-school"">whether you should take your child out of school</a>, <a href=""#advice-breastfeeding"">whether it’s safe for women to breastfeed</a>, and <a href=""#coronavirus-travel-advice"">precautions to take when traveling</a>. UNICEF has also <a href=""/coronavirus/covid-19"" target=""_blank"">launched a portal</a> where you can find more information and guidance about COVID-19. In addition, the <a href=""https://www.who.int/news-room/q-a-detail/q-a-coronaviruses"" target=""_blank"">WHO</a> has a useful section addressing some of the most frequently asked questions.</p> <p>It’s also advisable to keep up to date on travel, education and other guidance provided by your national or local authorities for the latest recommendations and news.</p>"	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
How does the COVID-19 virus spread?	The virus is transmitted through direct contact with respiratory droplets of an infected person (generated through coughing and sneezing), and touching surfaces contaminated with the virus. The COVID-19 virus may survive on surfaces for several hours, but simple disinfectants can kill it.	<p>The virus is transmitted through direct contact with respiratory droplets of an infected person (generated through coughing and sneezing), and touching surfaces contaminated with the virus. The COVID-19 virus may survive on surfaces for several hours, but simple disinfectants can kill it.</p>	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
What are the symptoms of coronavirus?	Symptoms can include fever, cough and shortness of breath. In more severe cases, infection can cause pneumonia or breathing difficulties. More rarely, the disease can be fatal.  These symptoms are similar to the flu (influenza) or the common cold, which are a lot more common than COVID-19. This is why testing is required to confirm if someone has COVID-19. It’s important to remember that key prevention measures are the same – frequent hand washing, and respiratory hygiene (cover your cough or sneeze with a flexed elbow or tissue, then throw away the tissue into a closed bin). Also, there is a vaccine for the flu – so remember to keep yourself and your child up to date with  vaccinations .	"<p>Symptoms can include fever, cough and shortness of breath. In more severe cases, infection can cause pneumonia or breathing difficulties. More rarely, the disease can be fatal. </p> <p>These symptoms are similar to the flu (influenza) or the common cold, which are a lot more common than COVID-19. This is why testing is required to confirm if someone has COVID-19. It’s important to remember that key prevention measures are the same – frequent hand washing, and respiratory hygiene (cover your cough or sneeze with a flexed elbow or tissue, then throw away the tissue into a closed bin). Also, there is a vaccine for the flu – so remember to keep yourself and your child up to date with <a href=""/parenting/health/parents-frequently-asked-questions-vaccines"">vaccinations</a>. </p>"	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
How can I avoid the risk of infection?	Here are four precautions you and your family can take to avoid infection: Wash your hands frequently using soap and water or an alcohol-based hand rub Cover mouth and nose with flexed elbow or tissue when coughing or sneezing. Dispose of used tissue immediately Avoid close contact with anyone who has cold or flu-like symptoms Seek medical care early if you or your child has a fever, cough or difficulty breathing	"<p>Here are four precautions you and your family can take to avoid infection:</p> <p class=""text-align-center"">Wash your hands frequently using soap and water or an alcohol-based hand rub </p> <p class=""text-align-center"">Cover mouth and nose with flexed elbow or tissue when coughing or sneezing. Dispose of used tissue immediately</p> <p class=""text-align-center"">Avoid close contact with anyone who has cold or flu-like symptoms</p> <p class=""text-align-center"">Seek medical care early if you or your child has a fever, cough or difficulty breathing</p>"	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
What is the best way to wash hands properly?	Step 1: Wet hands with running water Step 2: Apply enough soap to cover wet hands Step 3: Scrub all surfaces of the hands – including back of hands, between fingers and under nails – for at least 20 seconds. Step 4: Rinse thoroughly with running water Step 5: Dry hands with a clean cloth or single-use towel Wash your hands often, especially before eating; after blowing your nose, coughing, or sneezing; and going to the bathroom.  If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water, if hands are visibly dirty.	"<p class=""xxmsoplaintext"">Step 1: Wet hands with running water</p> <p class=""xxmsoplaintext"">Step 2: Apply enough soap to cover wet hands</p> <p class=""xxmsoplaintext"">Step 3: Scrub all surfaces of the hands – including back of hands, between fingers and under nails – for at least 20 seconds.</p> <p class=""xxmsoplaintext"">Step 4: Rinse thoroughly with running water</p> <p class=""xxmsoplaintext"">Step 5: Dry hands with a clean cloth or single-use towel</p> <p class=""xxmsoplaintext"">Wash your hands often, especially before eating; after blowing your nose, coughing, or sneezing; and going to the bathroom. </p> <p class=""xxmsoplaintext"">If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water, if hands are visibly dirty.</p>"	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
Should I wear a medical mask?	The use of a medical mask is advised if you have respiratory symptoms (coughing or sneezing) to protect others. If you don’t have any symptoms, then there is no need to wear a mask.  If masks are worn, they must be used and disposed of properly to ensure their effectiveness and to avoid any increased risk of transmitting the virus.  The use of a mask alone is not enough to stop infections and must be combined with frequent hand washing, covering sneezes and coughs, and avoiding close contact with anyone with cold or flu-like symptoms (coughing, sneezing, fever).	<p>The use of a medical mask is advised if you have respiratory symptoms (coughing or sneezing) to protect others. If you don’t have any symptoms, then there is no need to wear a mask. </p> <p>If masks are worn, they must be used and disposed of properly to ensure their effectiveness and to avoid any increased risk of transmitting the virus. </p> <p>The use of a mask alone is not enough to stop infections and must be combined with frequent hand washing, covering sneezes and coughs, and avoiding close contact with anyone with cold or flu-like symptoms (coughing, sneezing, fever).</p>	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
"Does COVID-19 affect children? 
What should I do if my child has symptoms of COVID-19?"	This is a new virus and we do not know enough yet about how it affects children or pregnant women. We know it is possible for people of any age to be infected with the virus, but so far there have been relatively few cases of COVID-19 reported among children. The virus is fatal in rare cases, so far mainly among older people with pre-existing medical conditions. Seek medical attention, but remember that it’s flu season in the Northern Hemisphere, and symptoms of COVID-19 such as cough or fever can be similar to those of the flu, or the common cold – which are a lot more frequent. Continue to follow good hand and respiratory hygiene practices like regular handwashing, and keep your child up to date with  vaccinations  – so that your child is protected against other viruses and bacteria causing diseases. As with other respiratory infections like the flu, seek care early if you or your child are having symptoms, and try to avoid going to public places (workplace, schools, public transport), to prevent it spreading to others.	"<p>This is a new virus and we do not know enough yet about how it affects children or pregnant women. We know it is possible for people of any age to be infected with the virus, but so far there have been relatively few cases of COVID-19 reported among children. The virus is fatal in rare cases, so far mainly among older people with pre-existing medical conditions.</p> <p class=""xxmsoplaintext"">Seek medical attention, but remember that it’s flu season in the Northern Hemisphere, and symptoms of COVID-19 such as cough or fever can be similar to those of the flu, or the common cold – which are a lot more frequent.</p> <p class=""xxmsoplaintext"">Continue to follow good hand and respiratory hygiene practices like regular handwashing, and keep your child up to date with <a href=""/parenting/health/parents-frequently-asked-questions-vaccines"">vaccinations</a> – so that your child is protected against other viruses and bacteria causing diseases.</p> <p class=""xxmsoplaintext"">As with other respiratory infections like the flu, seek care early if you or your child are having symptoms, and try to avoid going to public places (workplace, schools, public transport), to prevent it spreading to others.</p>"	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
What should I do if a family member displays symptoms?	You should seek medical care early if you or your child has a fever, cough or difficulty breathing. Consider calling ahead to tell your health care provider if you have traveled to an area where COVID-19 has been reported, or if you have been in close contact with someone with who has traveled from one of these areas and has respiratory symptoms.	<p>You should seek medical care early if you or your child has a fever, cough or difficulty breathing. Consider calling ahead to tell your health care provider if you have traveled to an area where COVID-19 has been reported, or if you have been in close contact with someone with who has traveled from one of these areas and has respiratory symptoms.</p>	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
Should I take my child out of school?	If your child shows symptoms of COVID-19, seek medical care, and follow the instructions from the health care provider. Otherwise, as with other respiratory infections like the flu, keep your child well rested at home while symptomatic, and avoid going to public places, to prevent spread to others. When possible, it’s best to keep your child in class. However, it is important to follow the guidance of your local and national authorities. If national and/or local authorities have suspended classes, follow school and other official guidance on how to best ensure your children can continue with their education. It’s also important to ensure appropriate supervision for children who are out of school, to allow for continued education and also for their protection – from COVID-19, but also other potential threats they may face when left unsupervised. If your child is staying at home because of school closures, continue teaching him or her good hand and respiratory hygiene practices, like frequent handwashing, covering coughs or sneezes with a flexed elbow or tissue, then throwing away the tissue into a closed bin, not touching their eyes, mouths or noses if they haven’t properly washed their hands (click  here  for tips on proper handwashing), and avoiding close contact with anyone with cold/flu-like symptoms.	"<p class=""x"">If your child shows symptoms of COVID-19, seek medical care, and follow the instructions from the health care provider. Otherwise, as with other respiratory infections like the flu, keep your child well rested at home while symptomatic, and avoid going to public places, to prevent spread to others.</p> <p class=""x"">When possible, it’s best to keep your child in class. However, it is important to follow the guidance of your local and national authorities. If national and/or local authorities have suspended classes, follow school and other official guidance on how to best ensure your children can continue with their education. It’s also important to ensure appropriate supervision for children who are out of school, to allow for continued education and also for their protection – from COVID-19, but also other potential threats they may face when left unsupervised.</p> <p class=""x"">If your child is staying at home because of school closures, continue teaching him or her good hand and respiratory hygiene practices, like frequent handwashing, covering coughs or sneezes with a flexed elbow or tissue, then throwing away the tissue into a closed bin, not touching their eyes, mouths or noses if they haven’t properly washed their hands (click <a href=""#best-way-wash-hands"">here</a> for tips on proper handwashing), and avoiding close contact with anyone with cold/flu-like symptoms. </p>"	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
What precautions should I take for my family if we travel?	Anyone planning a trip overseas should always check the travel advisory for their destination country for any restrictions on entry, quarantine requirements on entry, or other relevant travel advice. In addition to taking standard travel precautions, and in order to avoid being quarantined or denied re-entry into your home country, you are also advised to check  the latest COVID-19 update on the International Air Transport Association website , which includes a list of countries and restriction measures. While traveling, all parents should follow standard hygiene measures for themselves and their children: Wash hands frequently or use an alcohol-based sanitizer with at least 60 per cent alcohol, practice good respiratory hygiene (cover your mouth and nose with your bent elbow or tissue when you cough or sneeze and immediately dispose of the used tissue) and avoid close contact with anyone who is coughing or sneezing. In addition, it is recommended that parents always carry a hand sanitizer, pack of disposable tissues, and disinfecting wipes. Additional recommendations include: Clean your seat, armrest, touchscreen, etc. with a disinfecting wipe once inside an aircraft or other vehicle. Also use a disinfecting wipe to clean key surfaces, doorknobs, remote controls, etc at the hotel or other accommodation where you and your children are staying.	"<p class=""x"">Anyone planning a trip overseas should always check the travel advisory for their destination country for any restrictions on entry, quarantine requirements on entry, or other relevant travel advice.</p> <p class=""x"">In addition to taking standard travel precautions, and in order to avoid being quarantined or denied re-entry into your home country, you are also advised to check <a href=""https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm"">the latest COVID-19 update on the International Air Transport Association website</a>, which includes a list of countries and restriction measures.</p> <p class=""x"">While traveling, all parents should follow standard hygiene measures for themselves and their children: Wash hands frequently or use an alcohol-based sanitizer with at least 60 per cent alcohol, practice good respiratory hygiene (cover your mouth and nose with your bent elbow or tissue when you cough or sneeze and immediately dispose of the used tissue) and avoid close contact with anyone who is coughing or sneezing. In addition, it is recommended that parents always carry a hand sanitizer, pack of disposable tissues, and disinfecting wipes.</p> <p class=""x"">Additional recommendations include: Clean your seat, armrest, touchscreen, etc. with a disinfecting wipe once inside an aircraft or other vehicle. Also use a disinfecting wipe to clean key surfaces, doorknobs, remote controls, etc at the hotel or other accommodation where you and your children are staying.</p>"	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
Can pregnant women pass coronavirus to unborn children?	At this time, there is not enough evidence to determine whether the virus is transmitted from a mother to her baby during pregnancy, or the potential impact this may have on the baby. This is currently being investigated. Pregnant women should continue to follow appropriate precautions to protect themselves from exposure to the virus, and seek medical care early, if experiencing symptoms, such as fever, cough or difficulty breathing.	<p>At this time, there is not enough evidence to determine whether the virus is transmitted from a mother to her baby during pregnancy, or the potential impact this may have on the baby. This is currently being investigated. Pregnant women should continue to follow appropriate precautions to protect themselves from exposure to the virus, and seek medical care early, if experiencing symptoms, such as fever, cough or difficulty breathing.</p>	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
Is it safe for a mother to breastfeed if she is infected with coronavirus?	All mothers in affected and at-risk areas who have symptoms of fever, cough or difficulty breathing, should seek medical care early, and follow instructions from a health care provider.  Considering the benefits of breastfeeding and the insignificant role of breastmilk in the transmission of other respiratory viruses, the mother can continue breastfeeding, while applying all the necessary precautions. For symptomatic mothers well enough to breastfeed, this includes wearing a mask when near a child (including during feeding), washing hands before and after contact with the child (including feeding), and cleaning/disinfecting contaminated surfaces – as should be done in all cases where anyone with confirmed or suspected COVID-19 interacts with others, including children.   If a mother is too ill, she should be encouraged to express milk and give it to the child via a clean cup and/or spoon – all while following the same infection prevention methods.	"<p class=""MsoPlainText"">All mothers in affected and at-risk areas who have symptoms of fever, cough or difficulty breathing, should seek medical care early, and follow instructions from a health care provider. </p> <p class=""MsoPlainText"">Considering the benefits of breastfeeding and the insignificant role of breastmilk in the transmission of other respiratory viruses, the mother can continue breastfeeding, while applying all the necessary precautions.</p> <p class=""MsoPlainText"">For symptomatic mothers well enough to breastfeed, this includes wearing a mask when near a child (including during feeding), washing hands before and after contact with the child (including feeding), and cleaning/disinfecting contaminated surfaces – as should be done in all cases where anyone with confirmed or suspected COVID-19 interacts with others, including children.  </p> <p class=""MsoPlainText"">If a mother is too ill, she should be encouraged to express milk and give it to the child via a clean cup and/or spoon – all while following the same infection prevention methods.</p>"	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
I’m worried about bullying, discrimination and stigmatization. What’s the best way to talk about what’s happening?	It’s understandable if you’re feeling worried about the coronavirus. But fear and stigma make a difficult situation worse. For example, there are reports emerging from around the world of individuals, particularly of Asian descent, being subject to verbal or even physical abuse. Public health emergencies are stressful times for everyone affected. It’s important to stay informed and to be kind and supportive to each other. Words matter, and using language that perpetuates existing stereotypes can drive people away from getting tested and taking the actions they need to protect themselves and their communities. Here are some do’s and don’ts for how to talk about the coronavirus with your children, family and friends: DO:  talk about the new coronavirus disease (COVID-19) DON’T:  attach locations or ethnicity to the disease. Remember, viruses can’t target people from specific populations, ethnicities, or racial backgrounds. DO:  talk about “people who have COVID-19”, “people who are being treated for COVID-19”, “people who are recovering from COVID-19” or “people who died after contracting COVID-19” DON’T:  refer to people with the disease as “COVID-19 cases” or “victims” DO:  talk about people “acquiring” or “contracting” COVID-19  DON’T:  talk about people “transmitting COVID-19” “infecting others” or “spreading the virus” as it implies intentional transmission and assigns blame. DO:  speak accurately about the risk from COVID-19, based on scientific data and latest official health advice DON’T:  repeat or share unconfirmed rumours, and avoid using hyperbolic language designed to generate fear like “plague”, “apocalypse” etc. DO:  talk positively and emphasise the importance of effective prevention measures, including following our tips on handwashing. For most people this is a disease they can overcome. There are simple steps we can all take to keep ourselves, our loved ones and the most vulnerable safe.	<p>It’s understandable if you’re feeling worried about the coronavirus. But fear and stigma make a difficult situation worse. For example, there are reports emerging from around the world of individuals, particularly of Asian descent, being subject to verbal or even physical abuse.</p> <p>Public health emergencies are stressful times for everyone affected. It’s important to stay informed and to be kind and supportive to each other. Words matter, and using language that perpetuates existing stereotypes can drive people away from getting tested and taking the actions they need to protect themselves and their communities.</p> <p>Here are some do’s and don’ts for how to talk about the coronavirus with your children, family and friends:</p> <p><br><strong>DO:</strong> talk about the new coronavirus disease (COVID-19)</p> <p><strong>DON’T:</strong> attach locations or ethnicity to the disease. Remember, viruses can’t target people from specific populations, ethnicities, or racial backgrounds.</p> <p><br><strong>DO:</strong> talk about “people who have COVID-19”, “people who are being treated for COVID-19”, “people who are recovering from COVID-19” or “people who died after contracting COVID-19”</p> <p><strong>DON’T:</strong> refer to people with the disease as “COVID-19 cases” or “victims”</p> <p><br><strong>DO:</strong> talk about people “acquiring” or “contracting” COVID-19 </p> <p><strong>DON’T: </strong>talk about people “transmitting COVID-19” “infecting others” or “spreading the virus” as it implies intentional transmission and assigns blame.</p> <p><br><strong>DO: </strong>speak accurately about the risk from COVID-19, based on scientific data and latest official health advice</p> <p><strong>DON’T: </strong>repeat or share unconfirmed rumours, and avoid using hyperbolic language designed to generate fear like “plague”, “apocalypse” etc.</p> <p><br><strong>DO: </strong>talk positively and emphasise the importance of effective prevention measures, including following our tips on handwashing. For most people this is a disease they can overcome. There are simple steps we can all take to keep ourselves, our loved ones and the most vulnerable safe.</p>	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
What is UNICEF doing to help?	UNICEF is working with the World Health Organization, governments and partners to equip children, pregnant women and their families with the information they need to know on how to prevent the spread of COVID-19. This includes the development of online training modules for health workers, and FAQs and guidance for parents, pregnant women and children.  As of 15 March, UNICEF had delivered a total of almost 300,000 N95 and surgical masks and 1.2 million surgical gloves among other equipment to the Government of China for immediate dispatch to Wuhan and Beijing. Regionally, UNICEF and partners have reached some 86 million affected people in East Asia and the Pacific and South Asia with prevention messages, mainly around handwashing. UNICEF is also tackling misinformation about the virus by working with online partners like Facebook, Instagram, LinkedIn and TikTok to make sure that accurate advice is available, as well as taking steps to inform the public when inaccurate information emerges. On 25 March, UNICEF announced it had raised its COVID-19 appeal to $651.6 million. Read more about UNICEF's appeal	"<p>UNICEF is working with the World Health Organization, governments and partners to equip children, pregnant women and their families with the information they need to know on how to prevent the spread of COVID-19. This includes the development of online training modules for health workers, and FAQs and guidance for parents, pregnant women and children. </p> <p>As of 15 March, UNICEF had delivered a total of almost 300,000 N95 and surgical masks and 1.2 million surgical gloves among other equipment to the Government of China for immediate dispatch to Wuhan and Beijing. Regionally, UNICEF and partners have reached some 86 million affected people in East Asia and the Pacific and South Asia with prevention messages, mainly around handwashing.</p> <p>UNICEF is also tackling misinformation about the virus by working with online partners like Facebook, Instagram, LinkedIn and TikTok to make sure that accurate advice is available, as well as taking steps to inform the public when inaccurate information emerges.</p> <p>On 25 March, UNICEF announced it had raised its COVID-19 appeal to $651.6 million.</p> <p class=""text-align-center""><a href=""/appeals/covid-2019.html"" target=""_blank"">Read more about UNICEF's appeal</a></p> <p class=""text-align-center""> </p>"	https://www.unicef.org/stories/novel-coronavirus-outbreak-what-parents-should-know	Coronavirus disease (COVID-19): What parents should know	UNICEF					en	2020/03/27
Do kiedy będą obowiązywać dodatkowe ograniczenia?	Do soboty 11 kwietnia 2020 r.	"
<p>Do soboty 11 kwietnia 2020 r.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Dlaczego wprowadzane są dodatkowe ograniczenia?	W Polsce coraz więcej osób jest zarażonych koronawirusem. Wciąż jednak mamy lepszą sytuację niż inne kraje w Europie i na świecie. Zależy nam, aby tak zostało. Podjęta przez polski rząd decyzja o wprowadzeniu dodatkowych ograniczeń ma za zadanie jak najszybciej zwalczyć koronawirusa w Polsce. Wierzymy, że wprowadzenie ograniczeń na wczesnym etapie pozwoli nam uniknąć sytuacji z Włoch czy Hiszpanii.	"
<p>W Polsce coraz więcej osób jest zarażonych koronawirusem. Wciąż jednak mamy lepszą sytuację niż inne kraje w Europie i na świecie. Zależy nam, aby tak zostało. Podjęta przez polski rząd decyzja o wprowadzeniu dodatkowych ograniczeń ma za zadanie jak najszybciej zwalczyć koronawirusa w Polsce. Wierzymy, że wprowadzenie ograniczeń na wczesnym etapie pozwoli nam uniknąć sytuacji z Włoch czy Hiszpanii.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Czy komunikacja miejska będzie funkcjonować normalnie?	Tak. Nie zawieszamy funkcjonowania komunikacji miejskiej. Dla bezpieczeństwa pasażerów wprowadzamy jednak pewne ograniczenia. Środek publicznego transportu może przewozić w tym samym czasie nie więcej osób niż wynosi połowa miejsc siedzących. A więc jeśli miejsc siedzących jest w danym pojeździe 70, to na jego pokładzie może być jednocześnie maksymalnie 35 osób.	"
<p>Tak. Nie zawieszamy funkcjonowania komunikacji miejskiej. Dla bezpieczeństwa pasażerów wprowadzamy jednak pewne ograniczenia. Środek publicznego transportu może przewozić w tym samym czasie nie więcej osób niż wynosi połowa miejsc siedzących. A więc jeśli miejsc siedzących jest w danym pojeździe 70, to na jego pokładzie może być jednocześnie maksymalnie 35 osób.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Czy przez wprowadzone ograniczenie będę mógł uczestniczyć w nabożeństwie w kościele?	Tylko w zakresie limitu osób. Ograniczenia w przemieszczaniu się nie dotyczą osób, które chcą uczestniczyć w sprawowaniu kultu religijnego. Wprowadzamy jednak nowe zasady: na danym terenie lub w danym obiekcie może znajdować się –zarówno wewnątrz, jak i na zewnątrz pomieszczeń – nie więcej niż 5 osób (z wyłączeniem osób sprawujących posługę). Dlatego zachęcamy wszystkich do uczestnictwa w mszach online lub za pośrednictwem radia i telewizji.	"
<p>Tylko w zakresie limitu osób. Ograniczenia w przemieszczaniu się nie dotyczą osób, które chcą uczestniczyć w sprawowaniu kultu religijnego. Wprowadzamy jednak nowe zasady: na danym terenie lub w danym obiekcie może znajdować się –zarówno wewnątrz, jak i na zewnątrz pomieszczeń – nie więcej niż 5 osób (z wyłączeniem osób sprawujących posługę). Dlatego zachęcamy wszystkich do uczestnictwa w mszach online lub za pośrednictwem radia i telewizji.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Co ze zgromadzeniami publicznymi?	Wprowadzamy zakaz zgromadzeń publicznych. Zakaz ten nie obowiązuje w przypadku zgromadzeń religijnych pod warunkiem, że uczestniczy w nich maksymalnie 5 osób (z wyłączeniem osób sprawujących posługę).	"
<p>Wprowadzamy zakaz zgromadzeń publicznych. Zakaz ten nie obowiązuje w przypadku zgromadzeń religijnych pod warunkiem, że uczestniczy w nich maksymalnie 5 osób (z wyłączeniem osób sprawujących posługę).</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Czy policja będzie egzekwować zakaz gromadzenia się osób?	W związku z ograniczeniami wprowadzonymi przez ministra zdrowia (dotyczącymi m.in. zakazu przebywania w przestrzeni publicznej grupy składającej się z więcej niż dwóch osób np. zgromadzeń, spotkań, imprez czy zebrań) policjanci będą początkowo prowadzili przede wszystkim intensywną akcję informacyjno-edukacyjną. Jak zaznaczył Mariusz Kamiński, minister spraw wewnętrznych i administracji, celem nadrzędnym jest zwalczenie problemu rozprzestrzeniania się koronawirusa, a nie karanie mieszkańców. Policjanci będą również kontrolować, czy komunikacja miejska nie jest przepełniona. Sprawdzą, czy zgodnie z nowymi zasadami w autobusie, tramwaju lub metrze zajęta jest maksymalnie połowa miejsc siedzących. Funkcjonariusze współpracują w tym zakresie z władzami samorządowymi.	"
<p>W związku z ograniczeniami wprowadzonymi przez ministra zdrowia (dotyczącymi m.in. zakazu przebywania w przestrzeni publicznej grupy składającej się z więcej niż dwóch osób np. zgromadzeń, spotkań, imprez czy zebrań) policjanci będą początkowo prowadzili przede wszystkim intensywną akcję informacyjno-edukacyjną. Jak zaznaczył Mariusz Kamiński, minister spraw wewnętrznych i administracji, celem nadrzędnym jest zwalczenie problemu rozprzestrzeniania się koronawirusa, a nie karanie mieszkańców. Policjanci będą również kontrolować, czy komunikacja miejska nie jest przepełniona. Sprawdzą, czy zgodnie z nowymi zasadami w autobusie, tramwaju lub metrze zajęta jest maksymalnie połowa miejsc siedzących. Funkcjonariusze współpracują w tym zakresie z władzami samorządowymi.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Jestem rolnikiem. Czy mogę wykonywać swoją pracę normalnie?	Tak. Ograniczenie w przemieszczaniu się nie dotyczy prowadzenia działalności rolniczej, wykonywania pozarolniczej działalności gospodarczej i prac w gospodarstwie rolnym, a także zakupów towarów i usług związanych z tymi aktywnościami (np. zakup nawozów sztucznych przez rolników czy zakup towarów do sklepu spożywczego prowadzonego przez indywidualnego przedsiębiorcę).	"
<p>Tak. Ograniczenie w przemieszczaniu się nie dotyczy prowadzenia działalności rolniczej, wykonywania pozarolniczej działalności gospodarczej i prac w gospodarstwie rolnym, a także zakupów towarów i usług związanych z tymi aktywnościami (np. zakup nawozów sztucznych przez rolników czy zakup towarów do sklepu spożywczego prowadzonego przez indywidualnego przedsiębiorcę).</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Czy sklepy spożywcze i apteki będą otwarte?	Tak. Nie zamykamy sklepów spożywczych, aptek, banków, pralni i drogerii.	"
<p>Tak. Nie zamykamy sklepów spożywczych, aptek, banków, pralni i drogerii.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Na jakiej podstawie wprowadzane są nowe ograniczenia?	Na podstawie ustawy z dnia 5 grudnia 2008 r. o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi.	"
<p>Na podstawie ustawy z dnia 5 grudnia 2008 r. o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Opiekuję się starszą osobą. Czy przez wprowadzone ograniczenia będę mógł jej pomagać?	Tak. Nadal będzie można pomagać takiej osobie.	"
<p>Tak. Nadal będzie można pomagać takiej osobie.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Nie mogę pracować zdalnie. Czy mogę przemieszczać się do miejsca pracy?	Tak. Ograniczenia w przemieszczaniu się nie dotyczą pracowników w drodze do i z pracy.	"
<p>Tak. Ograniczenia w przemieszczaniu się nie dotyczą pracowników w drodze do i z pracy.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
